timestamp_utc	device_sample
2026-08-03T17:41:36Z	card0,99,17,17,N/A,0;;
2026-08-03T17:41:37Z	card0,100,17,2,N/A,0;;
2026-08-03T17:41:38Z	card0,99,17,5,N/A,0;;
2026-08-03T17:41:39Z	card0,100,17,15,N/A,0;;
2026-08-03T17:41:40Z	card0,100,17,15,N/A,0;;
2026-08-03T17:41:41Z	card0,99,17,16,N/A,0;;
2026-08-03T17:41:43Z	card0,100,17,10,N/A,0;;
2026-08-03T17:41:44Z	card0,99,17,50,N/A,0;;
2026-08-03T17:41:45Z	card0,99,17,2,N/A,0;;
2026-08-03T17:41:46Z	card0,100,17,5,N/A,0;;
2026-08-03T17:41:47Z	card0,99,17,78,N/A,0;;
2026-08-03T17:41:48Z	card0,99,17,2,N/A,0;;
2026-08-03T17:41:49Z	card0,99,17,2,N/A,0;;
2026-08-03T17:41:50Z	card0,99,17,7,N/A,0;;
2026-08-03T17:41:52Z	card0,100,17,1,N/A,0;;
2026-08-03T17:41:53Z	card0,99,17,16,N/A,0;;
2026-08-03T17:41:54Z	card0,99,17,16,N/A,0;;
2026-08-03T17:41:55Z	card0,99,17,16,N/A,0;;
2026-08-03T17:41:56Z	card0,99,17,15,N/A,0;;
2026-08-03T17:41:57Z	card0,99,17,17,N/A,0;;
2026-08-03T17:41:58Z	card0,99,17,4,N/A,0;;
2026-08-03T17:42:00Z	card0,99,17,79,N/A,0;;
2026-08-03T17:42:01Z	card0,99,17,2,N/A,0;;
2026-08-03T17:42:02Z	card0,99,17,15,N/A,0;;
2026-08-03T17:42:03Z	card0,99,17,7,N/A,0;;
2026-08-03T17:42:04Z	card0,100,17,15,N/A,0;;
2026-08-03T17:42:05Z	card0,100,17,15,N/A,0;;
2026-08-03T17:42:06Z	card0,99,17,16,N/A,0;;
2026-08-03T17:42:07Z	card0,100,17,16,N/A,0;;
2026-08-03T17:42:09Z	card0,99,17,14,N/A,0;;
2026-08-03T17:42:10Z	card0,99,17,84,N/A,0;;
2026-08-03T17:42:11Z	card0,100,17,4,N/A,0;;
2026-08-03T17:42:12Z	card0,99,17,3,N/A,0;;
2026-08-03T17:42:13Z	card0,99,17,2,N/A,0;;
2026-08-03T17:42:14Z	card0,100,17,15,N/A,0;;
2026-08-03T17:42:15Z	card0,99,17,16,N/A,0;;
2026-08-03T17:42:16Z	card0,100,17,2,N/A,0;;
2026-08-03T17:42:18Z	card0,100,17,15,N/A,0;;
2026-08-03T17:42:19Z	card0,99,17,18,N/A,0;;
2026-08-03T17:42:20Z	card0,99,17,16,N/A,0;;
2026-08-03T17:42:21Z	card0,99,17,19,N/A,0;;
2026-08-03T17:42:22Z	card0,99,17,76,N/A,0;;
2026-08-03T17:42:23Z	card0,99,17,4,N/A,0;;
2026-08-03T17:42:24Z	card0,99,17,74,N/A,0;;
2026-08-03T17:42:26Z	card0,99,17,2,N/A,0;;
2026-08-03T17:42:27Z	card0,100,17,15,N/A,0;;
2026-08-03T17:42:28Z	card0,99,17,17,N/A,0;;
2026-08-03T17:42:29Z	card0,100,17,15,N/A,0;;
2026-08-03T17:42:30Z	card0,99,17,2,N/A,0;;
2026-08-03T17:42:31Z	card0,99,17,16,N/A,0;;
2026-08-03T17:42:32Z	card0,100,17,2,N/A,0;;
2026-08-03T17:42:33Z	card0,99,17,16,N/A,0;;
2026-08-03T17:42:35Z	card0,99,17,3,N/A,0;;
2026-08-03T17:42:36Z	card0,99,17,4,N/A,0;;
2026-08-03T17:42:37Z	card0,99,17,15,N/A,0;;
2026-08-03T17:42:38Z	card0,99,17,16,N/A,0;;
2026-08-03T17:42:39Z	card0,99,17,15,N/A,0;;
2026-08-03T17:42:40Z	card0,99,17,18,N/A,0;;
2026-08-03T17:42:41Z	card0,100,17,15,N/A,0;;
2026-08-03T17:42:43Z	card0,100,17,2,N/A,0;;
2026-08-03T17:42:44Z	card0,99,17,44,N/A,0;;
2026-08-03T17:42:45Z	card0,100,17,1,N/A,0;;
2026-08-03T17:42:46Z	card0,99,17,12,N/A,0;;
2026-08-03T17:42:47Z	card0,100,17,5,N/A,0;;
2026-08-03T17:42:48Z	card0,100,17,7,N/A,0;;
2026-08-03T17:42:49Z	card0,100,17,15,N/A,0;;
2026-08-03T17:42:50Z	card0,99,17,17,N/A,0;;
2026-08-03T17:42:52Z	card0,100,17,15,N/A,0;;
2026-08-03T17:42:53Z	card0,99,17,16,N/A,0;;
2026-08-03T17:42:54Z	card0,100,17,15,N/A,0;;
2026-08-03T17:42:55Z	card0,99,17,2,N/A,0;;
2026-08-03T17:42:56Z	card0,99,17,1,N/A,0;;
2026-08-03T17:42:57Z	card0,100,17,17,N/A,0;;
2026-08-03T17:42:58Z	card0,99,17,14,N/A,0;;
2026-08-03T17:42:59Z	card0,100,17,5,N/A,0;;
2026-08-03T17:43:01Z	card0,100,17,15,N/A,0;;
2026-08-03T17:43:02Z	card0,100,17,15,N/A,0;;
2026-08-03T17:43:03Z	card0,99,17,17,N/A,0;;
2026-08-03T17:43:04Z	card0,99,17,1,N/A,0;;
2026-08-03T17:43:05Z	card0,99,17,13,N/A,0;;
2026-08-03T17:43:06Z	card0,99,17,2,N/A,0;;
2026-08-03T17:43:07Z	card0,99,17,15,N/A,0;;
2026-08-03T17:43:09Z	card0,99,17,2,N/A,0;;
2026-08-03T17:43:10Z	card0,99,17,40,N/A,0;;
2026-08-03T17:43:11Z	card0,99,17,15,N/A,0;;
2026-08-03T17:43:12Z	card0,99,17,17,N/A,0;;
2026-08-03T17:43:13Z	card0,100,17,31,N/A,0;;
2026-08-03T17:43:14Z	card0,100,17,15,N/A,0;;
2026-08-03T17:43:15Z	card0,99,17,17,N/A,0;;
2026-08-03T17:43:16Z	card0,100,17,1,N/A,0;;
2026-08-03T17:43:18Z	card0,99,17,16,N/A,0;;
2026-08-03T17:43:19Z	card0,100,17,2,N/A,0;;
2026-08-03T17:43:20Z	card0,100,17,15,N/A,0;;
2026-08-03T17:43:21Z	card0,99,17,7,N/A,0;;
2026-08-03T17:43:22Z	card0,99,17,37,N/A,0;;
2026-08-03T17:43:23Z	card0,99,17,15,N/A,0;;
2026-08-03T17:43:24Z	card0,100,17,5,N/A,0;;
2026-08-03T17:43:25Z	card0,100,17,15,N/A,0;;
2026-08-03T17:43:27Z	card0,100,17,2,N/A,0;;
2026-08-03T17:43:28Z	card0,99,17,2,N/A,0;;
2026-08-03T17:43:29Z	card0,100,17,2,N/A,0;;
2026-08-03T17:43:30Z	card0,99,17,16,N/A,0;;
2026-08-03T17:43:31Z	card0,100,17,16,N/A,0;;
2026-08-03T17:43:32Z	card0,100,17,85,N/A,0;;
2026-08-03T17:43:33Z	card0,99,17,1,N/A,0;;
2026-08-03T17:43:35Z	card0,100,17,16,N/A,0;;
2026-08-03T17:43:36Z	card0,99,17,15,N/A,0;;
2026-08-03T17:43:37Z	card0,99,17,10,N/A,0;;
2026-08-03T17:43:38Z	card0,100,17,15,N/A,0;;
2026-08-03T17:43:39Z	card0,100,17,1,N/A,0;;
2026-08-03T17:43:40Z	card0,99,17,66,N/A,0;;
2026-08-03T17:43:41Z	card0,100,17,15,N/A,0;;
2026-08-03T17:43:42Z	card0,99,17,11,N/A,0;;
2026-08-03T17:43:44Z	card0,100,17,2,N/A,0;;
2026-08-03T17:43:45Z	card0,100,17,4,N/A,0;;
2026-08-03T17:43:46Z	card0,99,17,1,N/A,0;;
2026-08-03T17:43:47Z	card0,99,17,16,N/A,0;;
2026-08-03T17:43:48Z	card0,100,17,7,N/A,0;;
2026-08-03T17:43:49Z	card0,99,17,16,N/A,0;;
2026-08-03T17:43:50Z	card0,100,17,15,N/A,0;;
2026-08-03T17:43:51Z	card0,100,17,16,N/A,0;;
2026-08-03T17:43:53Z	card0,99,17,72,N/A,0;;
2026-08-03T17:43:54Z	card0,100,17,2,N/A,0;;
2026-08-03T17:43:55Z	card0,99,17,16,N/A,0;;
2026-08-03T17:43:56Z	card0,99,17,16,N/A,0;;
2026-08-03T17:43:57Z	card0,100,17,15,N/A,0;;
2026-08-03T17:43:58Z	card0,99,17,15,N/A,0;;
2026-08-03T17:43:59Z	card0,100,17,16,N/A,0;;
2026-08-03T17:44:01Z	card0,100,17,6,N/A,0;;
2026-08-03T17:44:02Z	card0,99,17,17,N/A,0;;
2026-08-03T17:44:03Z	card0,100,17,15,N/A,0;;
2026-08-03T17:44:04Z	card0,99,17,15,N/A,0;;
2026-08-03T17:44:05Z	card0,99,17,16,N/A,0;;
2026-08-03T17:44:06Z	card0,100,17,15,N/A,0;;
2026-08-03T17:44:07Z	card0,99,17,68,N/A,0;;
2026-08-03T17:44:08Z	card0,100,17,2,N/A,0;;
2026-08-03T17:44:10Z	card0,100,17,2,N/A,0;;
2026-08-03T17:44:11Z	card0,99,17,15,N/A,0;;
2026-08-03T17:44:12Z	card0,100,17,16,N/A,0;;
2026-08-03T17:44:13Z	card0,99,17,15,N/A,0;;
2026-08-03T17:44:14Z	card0,100,17,5,N/A,0;;
2026-08-03T17:44:15Z	card0,100,17,18,N/A,0;;
2026-08-03T17:44:16Z	card0,100,17,14,N/A,0;;
2026-08-03T17:44:18Z	card0,99,17,17,N/A,0;;
2026-08-03T17:44:19Z	card0,100,17,15,N/A,0;;
2026-08-03T17:44:20Z	card0,99,17,16,N/A,0;;
2026-08-03T17:44:21Z	card0,99,17,15,N/A,0;;
2026-08-03T17:44:22Z	card0,100,17,15,N/A,0;;
2026-08-03T17:44:23Z	card0,99,17,67,N/A,0;;
2026-08-03T17:44:24Z	card0,100,17,56,N/A,0;;
2026-08-03T17:44:25Z	card0,99,17,12,N/A,0;;
2026-08-03T17:44:27Z	card0,100,17,2,N/A,0;;
2026-08-03T17:44:28Z	card0,100,17,45,N/A,0;;
2026-08-03T17:44:29Z	card0,99,17,2,N/A,0;;
2026-08-03T17:44:30Z	card0,99,17,71,N/A,0;;
2026-08-03T17:44:31Z	card0,100,17,15,N/A,0;;
2026-08-03T17:44:32Z	card0,99,17,38,N/A,0;;
2026-08-03T17:44:33Z	card0,100,17,15,N/A,0;;
2026-08-03T17:44:35Z	card0,100,17,2,N/A,0;;
2026-08-03T17:44:36Z	card0,99,17,80,N/A,0;;
2026-08-03T17:44:37Z	card0,100,17,15,N/A,0;;
2026-08-03T17:44:38Z	card0,99,17,29,N/A,0;;
2026-08-03T17:44:39Z	card0,100,17,16,N/A,0;;
2026-08-03T17:44:40Z	card0,100,17,15,N/A,0;;
2026-08-03T17:44:41Z	card0,99,17,3,N/A,0;;
2026-08-03T17:44:42Z	card0,99,17,13,N/A,0;;
2026-08-03T17:44:44Z	card0,100,17,2,N/A,0;;
2026-08-03T17:44:45Z	card0,99,17,17,N/A,0;;
2026-08-03T17:44:46Z	card0,100,17,8,N/A,0;;
